;DateTime,Flow CMS/m
08/07/2016 22:02:38,0
08/07/2016 22:17:38,0
08/07/2016 22:32:38,0
08/07/2016 22:47:38,0
08/07/2016 23:02:38,0
08/07/2016 23:17:38,0
08/07/2016 23:32:38,0
08/07/2016 23:47:38,0
08/08/2016 00:02:38,0
08/08/2016 00:17:38,0
08/08/2016 00:32:38,0
08/08/2016 00:47:38,0
08/08/2016 01:02:38,0
08/08/2016 01:17:38,0
08/08/2016 01:32:38,0
08/08/2016 01:47:38,0
08/08/2016 02:02:38,0
08/08/2016 02:17:38,0
08/08/2016 02:32:38,0
08/08/2016 02:47:38,0
08/08/2016 03:02:38,0
08/08/2016 03:17:38,0
08/08/2016 03:32:38,0
08/08/2016 03:47:38,0
08/08/2016 04:02:38,0
08/08/2016 04:17:38,0
08/08/2016 04:32:38,0
08/08/2016 04:47:38,0
08/08/2016 05:02:38,0
08/08/2016 05:17:38,0
08/08/2016 05:32:38,0
08/08/2016 05:47:38,0
08/08/2016 06:02:38,0
08/08/2016 06:17:38,0
08/08/2016 06:32:38,0
08/08/2016 06:47:38,0
08/08/2016 07:02:38,0
08/08/2016 07:17:38,0
08/08/2016 07:32:38,0
08/08/2016 07:47:38,0
08/08/2016 08:02:38,0
08/08/2016 08:17:38,0
08/08/2016 08:32:38,0
08/08/2016 08:47:38,0
08/08/2016 09:02:38,0
08/08/2016 09:17:38,0
08/08/2016 09:32:38,0
08/08/2016 09:47:38,0
08/08/2016 10:02:38,0
08/08/2016 10:17:38,0
08/08/2016 10:32:38,0
08/08/2016 10:47:38,0
08/08/2016 11:02:38,0
08/08/2016 11:17:38,0
08/08/2016 11:32:38,0
08/08/2016 11:47:38,0
08/08/2016 12:02:38,0
08/08/2016 12:17:38,0
08/08/2016 12:32:38,0
08/08/2016 12:47:38,0
08/08/2016 13:02:38,0
08/08/2016 13:17:38,0
08/08/2016 13:32:38,0
08/08/2016 13:47:38,0
08/08/2016 14:02:38,0
08/08/2016 14:17:38,0
08/08/2016 14:32:38,0
08/08/2016 14:47:38,0
08/08/2016 15:02:38,0
08/08/2016 15:17:38,0
08/08/2016 15:32:38,0
08/08/2016 15:47:38,0
08/08/2016 16:02:38,0
08/08/2016 16:17:38,0
08/08/2016 16:32:38,0
08/08/2016 16:47:38,0
08/08/2016 17:02:38,0
08/08/2016 17:17:38,0
08/08/2016 17:32:38,0
08/08/2016 17:47:38,0
08/08/2016 18:02:38,0
08/08/2016 18:17:38,0
08/08/2016 18:32:38,0
08/08/2016 18:47:38,0
08/08/2016 19:02:38,0
08/08/2016 19:17:38,0
08/08/2016 19:32:38,0
08/08/2016 19:47:38,0
08/08/2016 20:02:38,0
08/08/2016 20:17:38,0
08/08/2016 20:32:38,0
08/08/2016 20:47:38,0
08/08/2016 21:02:38,0
08/08/2016 21:17:38,0
08/08/2016 21:32:38,0
08/08/2016 21:47:38,0
08/08/2016 22:02:38,0
08/08/2016 22:17:38,0
08/08/2016 22:32:38,0
08/08/2016 22:47:38,0
08/08/2016 23:02:38,0
08/08/2016 23:17:38,0
08/08/2016 23:32:38,0
08/08/2016 23:47:38,0
08/09/2016 00:02:38,0
08/09/2016 00:17:38,0
08/09/2016 00:32:38,0
08/09/2016 00:47:38,0
08/09/2016 01:02:38,0
08/09/2016 01:17:38,0
08/09/2016 01:32:38,0
08/09/2016 01:47:38,0
08/09/2016 02:02:38,0
08/09/2016 02:17:38,0
08/09/2016 02:32:38,0
08/09/2016 02:47:38,0
08/09/2016 03:02:38,0
08/09/2016 03:17:38,0
08/09/2016 03:32:38,0
08/09/2016 03:47:38,0
08/09/2016 04:02:38,0
08/09/2016 04:17:38,0
08/09/2016 04:32:38,0
08/09/2016 04:47:38,0
08/09/2016 05:02:38,0
08/09/2016 05:17:38,0
08/09/2016 05:32:38,0
08/09/2016 05:47:38,0
08/09/2016 06:02:38,0
08/09/2016 06:17:38,0
08/09/2016 06:32:38,0
08/09/2016 06:47:38,0
08/09/2016 07:02:38,0
08/09/2016 07:17:38,0
08/09/2016 07:32:38,0
08/09/2016 07:47:38,0
08/09/2016 08:02:38,0
08/09/2016 08:17:38,0
08/09/2016 08:32:38,0
08/09/2016 08:47:38,0
08/09/2016 09:02:38,0
08/09/2016 09:17:38,0
08/09/2016 09:32:38,0
08/09/2016 09:47:38,0
08/09/2016 10:02:38,0
08/09/2016 10:17:38,0
08/09/2016 10:32:38,0
08/09/2016 10:47:38,0
08/09/2016 11:02:38,0
08/09/2016 11:17:38,0
08/09/2016 11:32:38,0
08/09/2016 11:47:38,0
08/09/2016 12:02:38,0
08/09/2016 12:17:38,0
08/09/2016 12:32:38,0
08/09/2016 12:47:38,0
08/09/2016 13:02:38,0
08/09/2016 13:17:38,0
08/09/2016 13:32:38,0
08/09/2016 13:47:38,0
08/09/2016 14:02:38,0
08/09/2016 14:17:38,0
08/09/2016 14:32:38,0
08/09/2016 14:47:38,0
08/09/2016 15:02:38,0
08/09/2016 15:17:38,0
08/09/2016 15:32:38,0
08/09/2016 15:47:38,0
08/09/2016 16:02:38,0
08/09/2016 16:17:38,0
08/09/2016 16:32:38,0
08/09/2016 16:47:38,0
08/09/2016 17:02:38,0
08/09/2016 17:17:38,0
08/09/2016 17:32:38,0
08/09/2016 17:47:38,0
08/09/2016 18:02:38,0
08/09/2016 18:17:38,0
08/09/2016 18:32:38,0
08/09/2016 18:47:38,0
08/09/2016 19:02:38,0
08/09/2016 19:17:38,0
08/09/2016 19:32:38,0
08/09/2016 19:47:38,0
08/09/2016 20:02:38,0
08/09/2016 20:17:38,0
08/09/2016 20:32:38,0
08/09/2016 20:47:38,0
08/09/2016 21:02:38,0
08/09/2016 21:17:38,0
08/09/2016 21:32:38,0
08/09/2016 21:47:38,0
08/09/2016 22:02:38,0
08/09/2016 22:17:38,0
08/09/2016 22:32:38,0
08/09/2016 22:47:38,0
08/09/2016 23:02:38,0
08/09/2016 23:17:38,0
08/09/2016 23:32:38,0
08/09/2016 23:47:38,0
08/10/2016 00:02:38,0
08/10/2016 00:17:38,0
08/10/2016 00:32:38,0
08/10/2016 00:47:38,0
08/10/2016 01:02:38,0
08/10/2016 01:17:38,0
08/10/2016 01:32:38,0
08/10/2016 01:47:38,0
08/10/2016 02:02:38,0
08/10/2016 02:17:38,0
08/10/2016 02:32:38,0
08/10/2016 02:47:38,0
08/10/2016 03:02:38,0
08/10/2016 03:17:38,0
08/10/2016 03:32:38,0
08/10/2016 03:47:38,0
08/10/2016 04:02:38,0
08/10/2016 04:17:38,0
08/10/2016 04:32:38,0
08/10/2016 04:47:38,0
08/10/2016 05:02:38,0
08/10/2016 05:17:38,0
08/10/2016 05:32:38,0
08/10/2016 05:47:38,0
08/10/2016 06:02:38,0
08/10/2016 06:17:38,0
08/10/2016 06:32:38,0
08/10/2016 06:47:38,0
08/10/2016 07:02:38,0
08/10/2016 07:17:38,0
08/10/2016 07:32:38,0
08/10/2016 07:47:38,0
08/10/2016 08:02:38,0
08/10/2016 08:17:38,0
08/10/2016 08:32:38,0
08/10/2016 08:47:38,0
08/10/2016 09:02:38,0
08/10/2016 09:17:38,0
08/10/2016 09:32:38,0
08/10/2016 09:47:38,0
08/10/2016 10:02:38,0
08/10/2016 10:17:38,0
08/10/2016 10:32:38,0
08/10/2016 10:47:38,0
08/10/2016 11:02:38,0
08/10/2016 11:17:38,0
08/10/2016 11:32:38,0
08/10/2016 11:47:38,0
08/10/2016 12:02:38,0
08/10/2016 12:17:38,0
08/10/2016 12:32:38,0
08/10/2016 12:47:38,0
08/10/2016 13:02:38,0
08/10/2016 13:17:38,0
08/10/2016 13:32:38,0
08/10/2016 13:47:38,0
08/10/2016 14:02:38,0
08/10/2016 14:17:38,0
08/10/2016 14:32:38,0
08/10/2016 14:47:38,0
08/10/2016 15:02:38,0
08/10/2016 15:17:38,0
08/10/2016 15:32:38,0
08/10/2016 15:47:38,0
08/10/2016 16:02:38,0
08/10/2016 16:17:38,0
08/10/2016 16:32:38,0
08/10/2016 16:47:38,0
08/10/2016 17:02:38,0
08/10/2016 17:17:38,0
08/10/2016 17:32:38,0
08/10/2016 17:47:38,0
08/10/2016 18:02:38,0
08/10/2016 18:17:38,0
08/10/2016 18:32:38,0
08/10/2016 18:47:38,0
08/10/2016 19:02:38,0
08/10/2016 19:17:38,0
08/10/2016 19:32:38,0
08/10/2016 19:47:38,0
08/10/2016 20:02:38,0
08/10/2016 20:17:38,0
08/10/2016 20:32:38,0
08/10/2016 20:47:38,0
08/10/2016 21:02:38,0
08/10/2016 21:17:38,0
08/10/2016 21:32:38,0
08/10/2016 21:47:38,0
08/10/2016 22:02:38,0
08/10/2016 22:17:38,0
08/10/2016 22:32:38,0
08/10/2016 22:47:38,0
08/10/2016 23:02:38,0
08/10/2016 23:17:38,0
08/10/2016 23:32:38,0
08/10/2016 23:47:38,0
08/11/2016 00:02:38,0
08/11/2016 00:17:38,0
08/11/2016 00:32:38,0
08/11/2016 00:47:38,0
08/11/2016 01:02:38,0
08/11/2016 01:17:38,0
08/11/2016 01:32:38,0
08/11/2016 01:47:38,0
08/11/2016 02:02:38,0
08/11/2016 02:17:38,0
08/11/2016 02:32:38,0
08/11/2016 02:47:38,0
08/11/2016 03:02:38,0
08/11/2016 03:17:38,0
08/11/2016 03:32:38,0
08/11/2016 03:47:38,0
08/11/2016 04:02:38,0
08/11/2016 04:17:38,0
08/11/2016 04:32:38,0
08/11/2016 04:47:38,0
08/11/2016 05:02:38,0
08/11/2016 05:17:38,0
08/11/2016 05:32:38,0
08/11/2016 05:47:38,0
08/11/2016 06:02:38,0
08/11/2016 06:17:38,0
08/11/2016 06:32:38,0
08/11/2016 06:47:38,0
08/11/2016 07:02:38,0
08/11/2016 07:17:38,0
08/11/2016 07:32:38,0
08/11/2016 07:47:38,0
08/11/2016 08:02:38,0
08/11/2016 08:17:38,0
08/11/2016 08:32:38,0
08/11/2016 08:47:38,0
08/11/2016 09:02:38,0
08/11/2016 09:17:38,0
08/11/2016 09:32:38,0
08/11/2016 09:47:38,0
08/11/2016 10:02:38,0
08/11/2016 10:17:38,0
08/11/2016 10:32:38,0
08/11/2016 10:47:38,0
08/11/2016 11:02:38,0
08/11/2016 11:17:38,0
08/11/2016 11:32:38,0
08/11/2016 11:47:38,0
08/11/2016 12:02:38,0
08/11/2016 12:17:38,0
08/11/2016 12:32:38,0
08/11/2016 12:47:38,0
08/11/2016 13:02:38,0
08/11/2016 13:17:38,0
08/11/2016 13:32:38,0
08/11/2016 13:47:38,0
08/11/2016 14:02:38,0
08/11/2016 14:17:38,0
08/11/2016 14:32:38,0
08/11/2016 14:47:38,0
08/11/2016 15:02:38,0
08/11/2016 15:17:38,0
08/11/2016 15:32:38,0
08/11/2016 15:47:38,0
08/11/2016 16:02:38,0
08/11/2016 16:17:38,0
08/11/2016 16:32:38,0
08/11/2016 16:47:38,0
08/11/2016 17:02:38,0
08/11/2016 17:17:38,0
08/11/2016 17:32:38,0
08/11/2016 17:47:38,0
08/11/2016 18:02:38,0
08/11/2016 18:17:38,0
08/11/2016 18:32:38,0
08/11/2016 18:47:38,0
08/11/2016 19:02:38,0
08/11/2016 19:17:38,0
08/11/2016 19:32:38,0
08/11/2016 19:47:38,0
08/11/2016 20:02:38,0
08/11/2016 20:17:38,0
08/11/2016 20:32:38,0
08/11/2016 20:47:38,0
08/11/2016 21:02:38,0
08/11/2016 21:17:38,0
08/11/2016 21:32:38,0
08/11/2016 21:47:38,0
08/11/2016 22:02:38,0
08/11/2016 22:17:38,0
08/11/2016 22:32:38,0
08/11/2016 22:47:38,0
08/11/2016 23:02:38,0
08/11/2016 23:17:38,0
08/11/2016 23:32:38,0
08/11/2016 23:47:38,0
08/12/2016 00:02:38,0
08/12/2016 00:17:38,0
08/12/2016 00:32:38,0
08/12/2016 00:47:38,0
08/12/2016 01:02:38,0
08/12/2016 01:17:38,0
08/12/2016 01:32:38,0
08/12/2016 01:47:38,0
08/12/2016 02:02:38,0
08/12/2016 02:17:38,0
08/12/2016 02:32:38,0
08/12/2016 02:47:38,0
08/12/2016 03:02:38,0
08/12/2016 03:17:38,0
08/12/2016 03:32:38,0
08/12/2016 03:47:38,0
08/12/2016 04:02:38,0
08/12/2016 04:17:38,0
08/12/2016 04:32:38,0
08/12/2016 04:47:38,0
08/12/2016 05:02:38,0
08/12/2016 05:17:38,0
08/12/2016 05:32:38,0
08/12/2016 05:47:38,0
08/12/2016 06:02:38,0
08/12/2016 06:17:38,0
08/12/2016 06:32:38,0
08/12/2016 06:47:38,0
08/12/2016 07:02:38,0
08/12/2016 07:17:38,0
08/12/2016 07:32:38,0
08/12/2016 07:47:38,0
08/12/2016 08:02:38,0
08/12/2016 08:17:38,0
08/12/2016 08:32:38,0
08/12/2016 08:47:38,0
08/12/2016 09:02:38,0
08/12/2016 09:17:38,0
08/12/2016 09:32:38,0
08/12/2016 09:47:38,0
08/12/2016 10:02:38,0
08/12/2016 10:17:38,0
08/12/2016 10:32:38,0
08/12/2016 10:47:38,0
08/12/2016 11:02:38,0
08/12/2016 11:17:38,0
08/12/2016 11:32:38,0
08/12/2016 11:47:38,0
08/12/2016 12:02:38,0
08/12/2016 12:17:38,0
08/12/2016 12:32:38,0
08/12/2016 12:47:38,0
08/12/2016 13:02:38,0
08/12/2016 13:17:38,0
08/12/2016 13:32:38,0
08/12/2016 13:47:38,0
08/12/2016 14:02:38,0
08/12/2016 14:17:38,0
08/12/2016 14:32:38,0
08/12/2016 14:47:38,0
08/12/2016 15:02:38,0
08/12/2016 15:17:38,0
08/12/2016 15:32:38,0
08/12/2016 15:47:38,0
08/12/2016 16:02:38,0
08/12/2016 16:17:38,0
08/12/2016 16:32:38,0
08/12/2016 16:47:38,0
08/12/2016 17:02:38,0
08/12/2016 17:17:38,0
08/12/2016 17:32:38,0
08/12/2016 17:47:38,0
08/12/2016 18:02:38,0
08/12/2016 18:17:38,0
08/12/2016 18:32:38,0
08/12/2016 18:47:38,0
08/12/2016 19:02:38,0
08/12/2016 19:17:38,0
08/12/2016 19:32:38,0
08/12/2016 19:47:38,0
08/12/2016 20:02:38,0
08/12/2016 20:17:38,0
08/12/2016 20:32:38,0
08/12/2016 20:47:38,0
08/12/2016 21:02:38,0
08/12/2016 21:17:38,0
08/12/2016 21:32:38,0
08/12/2016 21:47:38,0
08/12/2016 22:02:38,0
08/12/2016 22:17:38,0
08/12/2016 22:32:38,0
08/12/2016 22:47:38,0
08/12/2016 23:02:38,0
08/12/2016 23:17:38,0
08/12/2016 23:32:38,0
08/12/2016 23:47:38,0
08/13/2016 00:02:38,0
08/13/2016 00:17:38,0
08/13/2016 00:32:38,0
08/13/2016 00:47:38,0
08/13/2016 01:02:38,0
08/13/2016 01:17:38,0
08/13/2016 01:32:38,0
08/13/2016 01:47:38,0
08/13/2016 02:02:38,0
08/13/2016 02:17:38,0
08/13/2016 02:32:38,0
08/13/2016 02:47:38,0
08/13/2016 03:02:38,0
08/13/2016 03:17:38,0
08/13/2016 03:32:38,0
08/13/2016 03:47:38,0
08/13/2016 04:02:38,0
08/13/2016 04:17:38,0
08/13/2016 04:32:38,0
08/13/2016 04:47:38,0
08/13/2016 05:02:38,0
08/13/2016 05:17:38,0
08/13/2016 05:32:38,0
08/13/2016 05:47:38,0
08/13/2016 06:02:38,0
08/13/2016 06:17:38,0
08/13/2016 06:32:38,0
08/13/2016 06:47:38,0
08/13/2016 07:02:38,0
08/13/2016 07:17:38,0
08/13/2016 07:32:38,0
08/13/2016 07:47:38,0
08/13/2016 08:02:38,0
08/13/2016 08:17:38,0
08/13/2016 08:32:38,0
08/13/2016 08:47:38,0
08/13/2016 09:02:38,0
08/13/2016 09:17:38,0
08/13/2016 09:32:38,0
08/13/2016 09:47:38,0
08/13/2016 10:02:38,0
08/13/2016 10:17:38,0
08/13/2016 10:32:38,0
